# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   19.34934935    0.03907816
   19.38938939    0.03993567
   19.42942943    0.04076948
   19.46946947    0.04157302
   19.50950951    0.04234125
   19.54954955    0.04307111
   19.58958959    0.04376163
   19.62962963    0.04441409
   19.66966967    0.04503181
   19.70970971    0.04561983
   19.74974975    0.04618444
   19.78978979    0.04673258
   19.82982983    0.04727122
   19.86986987    0.04780671
   19.90990991    0.04834422
   19.94994995    0.04888731
   19.98998999    0.04943761
   20.03003003    0.04999466
   20.07007007    0.05055588
   20.11011011    0.05111677
   20.15015015    0.05167121
   20.19019019    0.05221186
   20.23023023    0.05273075
   20.27027027    0.05321985
   20.31031031    0.05367168
   20.35035035    0.05407984
   20.39039039    0.05443949
   20.43043043    0.05474766
   20.47047047    0.05500337
   20.51051051    0.05520764
   20.55055055    0.05536335
   20.59059059    0.05547491
   20.63063063    0.05554800
   20.67067067    0.05558910
   20.71071071    0.05560513
   20.75075075    0.05560305
   20.79079079    0.05558946
   20.83083083    0.05557029
   20.87087087    0.05555052
   20.91091091    0.05553393
   20.95095095    0.05552303
   20.99099099    0.05551898
   21.03103103    0.05552169
   21.07107107    0.05552999
   21.11111111    0.05554192
   21.15115115    0.05555496
   21.19119119    0.05556647
   21.23123123    0.05557395
   21.27127127    0.05557537
   21.31131131    0.05556944
   21.35135135    0.05555574
   21.39139139    0.05553480
   21.43143143    0.05550814
   21.47147147    0.05547814
   21.51151151    0.05544788
   21.55155155    0.05542095
   21.59159159    0.05540120
   21.63163163    0.05539244
   21.67167167    0.05539823
   21.71171171    0.05542165
   21.75175175    0.05546514
   21.79179179    0.05553046
   21.83183183    0.05561863
   21.87187187    0.05573002
   21.91191191    0.05586446
   21.95195195    0.05602133
   21.99199199    0.05619973
   22.03203203    0.05639849
   22.07207207    0.05661620
   22.11211211    0.05685119
   22.15215215    0.05710137
   22.19219219    0.05736412
   22.23223223    0.05763622
   22.27227227    0.05791377
   22.31231231    0.05819226
   22.35235235    0.05846672
   22.39239239    0.05873200
   22.43243243    0.05898316
   22.47247247    0.05921590
   22.51251251    0.05942696
   22.55255255    0.05961456
   22.59259259    0.05977861
   22.63263263    0.05992091
   22.67267267    0.06004507
   22.71271271    0.06015630
   22.75275275    0.06026104
   22.79279279    0.06036645
   22.83283283    0.06047982
   22.87287287    0.06060796
   22.91291291    0.06075651
   22.95295295    0.06092942
   22.99299299    0.06112845
   23.03303303    0.06135287
   23.07307307    0.06159920
   23.11311311    0.06186128
   23.15315315    0.06213045
   23.19319319    0.06239586
   23.23323323    0.06264510
   23.27327327    0.06286484
   23.31331331    0.06304158
   23.35335335    0.06316249
   23.39339339    0.06321616
   23.43343343    0.06319322
   23.47347347    0.06308686
   23.51351351    0.06289310
   23.55355355    0.06261085
   23.59359359    0.06224176
   23.63363363    0.06178987
   23.67367367    0.06126116
   23.71371371    0.06066293
   23.75375375    0.06000324
   23.79379379    0.05929033
   23.83383383    0.05853205
   23.87387387    0.05773555
   23.91391391    0.05690701
   23.95395395    0.05605154
   23.99399399    0.05517331
   24.03403403    0.05427571
   24.07407407    0.05336169
   24.11411411    0.05243406
   24.15415415    0.05149585
   24.19419419    0.05055057
   24.23423423    0.04960241
   24.27427427    0.04865627
   24.31431431    0.04771775
   24.35435435    0.04679293
   24.39439439    0.04588815
   24.43443443    0.04500967
   24.47447447    0.04416340
   24.51451451    0.04335450
   24.55455455    0.04258718
   24.59459459    0.04186439
   24.63463463    0.04118773
   24.67467467    0.04055731
   24.71471471    0.03997173
   24.75475475    0.03942811
   24.79479479    0.03892224
   24.83483483    0.03844873
   24.87487487    0.03800129
   24.91491491    0.03757303
   24.95495495    0.03715682
   24.99499499    0.03674575
   25.03503504    0.03633348
   25.07507508    0.03591468
   25.11511512    0.03548534
   25.15515516    0.03504302
   25.19519520    0.03458695
   25.23523524    0.03411808
   25.27527528    0.03363891
   25.31531532    0.03315328
   25.35535536    0.03266611
   25.39539540    0.03218298
   25.43543544    0.03170987
   25.47547548    0.03125277
   25.51551552    0.03081742
   25.55555556    0.03040906
   25.59559560    0.03003226
   25.63563564    0.02969081
   25.67567568    0.02938758
   25.71571572    0.02912452
   25.75575576    0.02890262
   25.79579580    0.02872189
   25.83583584    0.02858136
   25.87587588    0.02847909
   25.91591592    0.02841215
   25.95595596    0.02837666
   25.99599600    0.02836781
   26.03603604    0.02837987
   26.07607608    0.02840629
   26.11611612    0.02843981
   26.15615616    0.02847262
   26.19619620    0.02849657
   26.23623624    0.02850348
   26.27627628    0.02848539
   26.31631632    0.02843501
   26.35635636    0.02834600
   26.39639640    0.02821330
   26.43643644    0.02803340
   26.47647648    0.02780450
   26.51651652    0.02752656
   26.55655656    0.02720119
   26.59659660    0.02683155
   26.63663664    0.02642202
   26.67667668    0.02597795
   26.71671672    0.02550528
   26.75675676    0.02501027
   26.79679680    0.02449920
   26.83683684    0.02397818
   26.87687688    0.02345296
   26.91691692    0.02292884
   26.95695696    0.02241063
   26.99699700    0.02190263
   27.03703704    0.02140864
   27.07707708    0.02093201
   27.11711712    0.02047561
   27.15715716    0.02004194
   27.19719720    0.01963308
   27.23723724    0.01925078
   27.27727728    0.01889645
   27.31731732    0.01857117
   27.35735736    0.01827574
   27.39739740    0.01801069
   27.43743744    0.01777627
   27.47747748    0.01757248
   27.51751752    0.01739908
   27.55755756    0.01725555
   27.59759760    0.01714113
   27.63763764    0.01705476
   27.67767768    0.01699505
   27.71771772    0.01696029
   27.75775776    0.01694837
   27.79779780    0.01695673
   27.83783784    0.01698241
   27.87787788    0.01702193
   27.91791792    0.01707137
   27.95795796    0.01712637
   27.99799800    0.01718219
