# Final state angular momentum:   1
# Broadening parameter (in eV):    0.800
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   98.45845846    0.00066316
   98.56856857    0.00065817
   98.67867868    0.00065305
   98.78878879    0.00064796
   98.89889890    0.00064307
   99.00900901    0.00063857
   99.11911912    0.00063461
   99.22922923    0.00063133
   99.33933934    0.00062876
   99.44944945    0.00062693
   99.55955956    0.00062590
   99.66966967    0.00062579
   99.77977978    0.00062687
   99.88988989    0.00062943
  100.00000000    0.00063370
