# Final state angular momentum:   1
# Broadening parameter (in eV):    0.500
# Absorbing atom type (xiabs):   1
# Energy (eV)   sigma
   71.89189189    0.00023493
   71.98198198    0.00024431
   72.07207207    0.00025681
   72.16216216    0.00027305
   72.25225225    0.00029369
   72.34234234    0.00031949
   72.43243243    0.00035136
   72.52252252    0.00039031
   72.61261261    0.00043727
   72.70270270    0.00049269
   72.79279279    0.00055617
   72.88288288    0.00062645
   72.97297297    0.00070255
   73.06306306    0.00078558
   73.15315315    0.00087910
   73.24324324    0.00098648
   73.33333333    0.00110653
   73.42342342    0.00123035
   73.51351351    0.00134128
   73.60360360    0.00141864
   73.69369369    0.00144421
   73.78378378    0.00141055
   73.87387387    0.00132727
   73.96396396    0.00121772
   74.05405405    0.00110716
   74.14414414    0.00101349
   74.23423423    0.00094583
   74.32432432    0.00090736
   74.41441441    0.00089831
   74.50450450    0.00091743
   74.59459459    0.00096185
   74.68468468    0.00102582
   74.77477477    0.00109978
   74.86486486    0.00117159
   74.95495495    0.00123022
   75.04504505    0.00126713
   75.13513514    0.00127351
   75.22522523    0.00124016
   75.31531532    0.00116502
   75.40540541    0.00105913
   75.49549550    0.00094157
   75.58558559    0.00082928
   75.67567568    0.00073167
   75.76576577    0.00065111
   75.85585586    0.00058543
   75.94594595    0.00053032
   76.03603604    0.00048136
   76.12612613    0.00043565
   76.21621622    0.00039245
   76.30630631    0.00035253
   76.39639640    0.00031692
   76.48648649    0.00028612
   76.57657658    0.00025999
   76.66666667    0.00023806
   76.75675676    0.00021971
   76.84684685    0.00020438
   76.93693694    0.00019157
   77.02702703    0.00018086
   77.11711712    0.00017193
   77.20720721    0.00016453
   77.29729730    0.00015845
   77.38738739    0.00015356
   77.47747748    0.00014973
   77.56756757    0.00014689
   77.65765766    0.00014499
   77.74774775    0.00014401
   77.83783784    0.00014394
   77.92792793    0.00014482
   78.01801802    0.00014670
   78.10810811    0.00014966
   78.19819820    0.00015382
   78.28828829    0.00015934
   78.37837838    0.00016643
   78.46846847    0.00017538
   78.55855856    0.00018653
   78.64864865    0.00020037
   78.73873874    0.00021751
   78.82882883    0.00023875
   78.91891892    0.00026513
   79.00900901    0.00029796
   79.09909910    0.00033890
   79.18918919    0.00038992
   79.27927928    0.00045313
   79.36936937    0.00053017
   79.45945946    0.00062099
   79.54954955    0.00072141
   79.63963964    0.00082013
   79.72972973    0.00089766
   79.81981982    0.00093200
   79.90990991    0.00091129
   80.00000000    0.00084255
